pdb_id,cluster_v2_id,tool,same_tool_unit_id,raw_row_id,raw_pocket_id,formal_tool_representative,representative_pocket_id,formal_vote_count
4W9H,4W9H_V2C004,SiteMap,4W9H_SiteMap_U003,1671,SM03_site_3,true,SM03_site_3,1
4W9H,4W9H_V2C005,CASTpFold,4W9H_CASTpFold_U002,921,2,true,2,1
4W9H,4W9H_V2C005,CavityPlus,4W9H_CavityPlus_U004,1496,Cavity_4,true,Cavity_4,1
4W9H,4W9H_V2C005,DoGSite3,4W9H_DoGSite3_U005,498,P_4,true,P_4,1
4W9H,4W9H_V2C005,DoGSite3,4W9H_DoGSite3_U016,509,P_15,false,P_4,0
4W9H,4W9H_V2C005,DoGSiteScorer,4W9H_DoGSiteScorer_U006,137,P_2,true,P_2,1
4W9H,4W9H_V2C005,DoGSiteScorer,4W9H_DoGSiteScorer_U006,138,P_2_0,false,P_2,0
4W9H,4W9H_V2C005,DoGSiteScorer,4W9H_DoGSiteScorer_U007,139,P_2_1,false,P_2,0
4W9H,4W9H_V2C005,SiteMap,4W9H_SiteMap_U002,1670,SM02_site_2,true,SM02_site_2,1
4W9H,4W9H_V2C006,CASTpFold,4W9H_CASTpFold_U009,928,9,true,9,1
4W9H,4W9H_V2C006,CASTpFold,4W9H_CASTpFold_U009,935,16,false,9,0
4W9H,4W9H_V2C006,CavityPlus,4W9H_CavityPlus_U006,1498,Cavity_6,true,Cavity_6,1
4W9H,4W9H_V2C006,DoGSite3,4W9H_DoGSite3_U007,500,P_6,true,P_6,1
4W9H,4W9H_V2C006,DoGSiteScorer,4W9H_DoGSiteScorer_U013,147,P_6,true,P_6,1
4W9H,4W9H_V2C006,DoGSiteScorer,4W9H_DoGSiteScorer_U013,148,P_6_0,false,P_6,0
4W9H,4W9H_V2C006,DoGSiteScorer,4W9H_DoGSiteScorer_U013,149,P_6_1,false,P_6,0
4W9H,4W9H_V2C007,CASTpFold,4W9H_CASTpFold_U039,959,40,true,40,1
4W9H,4W9H_V2C007,CavityPlus,4W9H_CavityPlus_U015,1507,Cavity_15,true,Cavity_15,1
4W9H,4W9H_V2C007,DoGSite3,4W9H_DoGSite3_U006,499,P_5,true,P_5,1
4W9H,4W9H_V2C007,DoGSiteScorer,4W9H_DoGSiteScorer_U019,155,P_12,true,P_12,1
4W9H,4W9H_V2C008,CASTpFold,4W9H_CASTpFold_U014,933,14,true,14,1
4W9H,4W9H_V2C008,CavityPlus,4W9H_CavityPlus_U005,1497,Cavity_5,true,Cavity_5,1
4W9H,4W9H_V2C008,CavityPlus,4W9H_CavityPlus_U011,1503,Cavity_11,false,Cavity_5,0
4W9H,4W9H_V2C008,DoGSite3,4W9H_DoGSite3_U010,503,P_9,true,P_9,1
4W9H,4W9H_V2C008,DoGSiteScorer,4W9H_DoGSiteScorer_U010,143,P_4,true,P_4,1
4W9H,4W9H_V2C008,DoGSiteScorer,4W9H_DoGSiteScorer_U010,144,P_4_0,false,P_4,0
4W9H,4W9H_V2C008,DoGSiteScorer,4W9H_DoGSiteScorer_U011,145,P_4_1,false,P_4,0
4W9H,4W9H_V2C009,CASTpFold,4W9H_CASTpFold_U010,929,10,true,10,1
4W9H,4W9H_V2C009,CavityPlus,4W9H_CavityPlus_U014,1506,Cavity_14,true,Cavity_14,1
4W9H,4W9H_V2C009,DoGSite3,4W9H_DoGSite3_U012,505,P_11,false,P_12,0
4W9H,4W9H_V2C009,DoGSite3,4W9H_DoGSite3_U013,506,P_12,true,P_12,1
4W9H,4W9H_V2C009,DoGSiteScorer,4W9H_DoGSiteScorer_U008,140,P_3,true,P_3,1
4W9H,4W9H_V2C009,DoGSiteScorer,4W9H_DoGSiteScorer_U008,141,P_3_0,false,P_3,0
4W9H,4W9H_V2C010,CASTpFold,4W9H_CASTpFold_U007,926,7,true,7,1
4W9H,4W9H_V2C010,CASTpFold,4W9H_CASTpFold_U024,944,25,false,7,0
4W9H,4W9H_V2C010,CavityPlus,4W9H_CavityPlus_U007,1499,Cavity_7,true,Cavity_7,1
4W9H,4W9H_V2C010,DoGSite3,4W9H_DoGSite3_U008,501,P_7,true,P_7,1
4W9H,4W9H_V2C010,DoGSiteScorer,4W9H_DoGSiteScorer_U018,154,P_11,true,P_11,1
4W9H,4W9H_V2C011,CASTpFold,4W9H_CASTpFold_U016,936,17,true,17,1
4W9H,4W9H_V2C011,CavityPlus,4W9H_CavityPlus_U013,1505,Cavity_13,true,Cavity_13,1
4W9H,4W9H_V2C011,DoGSiteScorer,4W9H_DoGSiteScorer_U017,153,P_10,true,P_10,1
4W9H,4W9H_V2C012,CASTpFold,4W9H_CASTpFold_U005,924,5,true,5,1
4W9H,4W9H_V2C012,CASTpFold,4W9H_CASTpFold_U025,945,26,false,5,0
4W9H,4W9H_V2C012,CASTpFold,4W9H_CASTpFold_U030,950,31,false,5,0
4W9H,4W9H_V2C012,CavityPlus,4W9H_CavityPlus_U009,1501,Cavity_9,true,Cavity_9,1
4W9H,4W9H_V2C012,DoGSiteScorer,4W9H_DoGSiteScorer_U014,150,P_7,true,P_7,1
4W9H,4W9H_V2C013,CASTpFold,4W9H_CASTpFold_U012,931,12,true,12,1
4W9H,4W9H_V2C013,DoGSite3,4W9H_DoGSite3_U015,508,P_14,true,P_14,1
4W9H,4W9H_V2C013,DoGSiteScorer,4W9H_DoGSiteScorer_U020,156,P_13,true,P_13,1
4W9H,4W9H_V2C014,CASTpFold,4W9H_CASTpFold_U004,923,4,true,4,1
4W9H,4W9H_V2C014,CASTpFold,4W9H_CASTpFold_U042,963,44,false,4,0
4W9H,4W9H_V2C014,CavityPlus,4W9H_CavityPlus_U008,1500,Cavity_8,true,Cavity_8,1
4W9H,4W9H_V2C014,DoGSiteScorer,4W9H_DoGSiteScorer_U012,146,P_5,true,P_5,1
4W9H,4W9H_V2C015,CASTpFold,4W9H_CASTpFold_U015,934,15,true,15,1
4W9H,4W9H_V2C015,CavityPlus,4W9H_CavityPlus_U012,1504,Cavity_12,true,Cavity_12,1
4W9H,4W9H_V2C016,CASTpFold,4W9H_CASTpFold_U032,952,33,true,33,1
4W9H,4W9H_V2C016,DoGSiteScorer,4W9H_DoGSiteScorer_U021,157,P_14,true,P_14,1
4W9H,4W9H_V2C017,CASTpFold,4W9H_CASTpFold_U018,938,19,true,19,1
4W9H,4W9H_V2C018,CASTpFold,4W9H_CASTpFold_U019,939,20,true,20,1
4W9H,4W9H_V2C019,CASTpFold,4W9H_CASTpFold_U033,953,34,true,34,1
4W9H,4W9H_V2C020,DoGSiteScorer,4W9H_DoGSiteScorer_U005,136,P_1_2,true,P_1_2,1
4W9H,4W9H_V2C021,CASTpFold,4W9H_CASTpFold_U037,957,38,true,38,1
4W9H,4W9H_V2C022,DoGSite3,4W9H_DoGSite3_U011,504,P_10,true,P_10,1
4W9H,4W9H_V2C023,CASTpFold,4W9H_CASTpFold_U040,960,41,true,41,1
4W9H,4W9H_V2C023,CASTpFold,4W9H_CASTpFold_U040,964,45,false,41,0
4W9H,4W9H_V2C024,CASTpFold,4W9H_CASTpFold_U029,949,30,true,30,1
4W9H,4W9H_V2C025,CASTpFold,4W9H_CASTpFold_U038,958,39,true,39,1
4W9H,4W9H_V2C026,CASTpFold,4W9H_CASTpFold_U027,947,28,true,28,1
4W9H,4W9H_V2C027,CASTpFold,4W9H_CASTpFold_U041,961,42,true,42,1
4W9H,4W9H_V2C028,CASTpFold,4W9H_CASTpFold_U022,942,23,true,23,1
4W9H,4W9H_V2C029,CASTpFold,4W9H_CASTpFold_U036,956,37,true,37,1
4W9H,4W9H_V2C029,CASTpFold,4W9H_CASTpFold_U036,962,43,false,37,0
4W9H,4W9H_V2C030,CASTpFold,4W9H_CASTpFold_U034,954,35,true,35,1
4W9H,4W9H_V2C031,CASTpFold,4W9H_CASTpFold_U021,941,22,true,22,1
4W9H,4W9H_V2C032,CASTpFold,4W9H_CASTpFold_U031,951,32,true,32,1
4W9H,4W9H_V2C033,CASTpFold,4W9H_CASTpFold_U020,940,21,true,21,1
4W9H,4W9H_V2C034,CASTpFold,4W9H_CASTpFold_U017,937,18,true,18,1
4W9H,4W9H_V2C035,CASTpFold,4W9H_CASTpFold_U026,946,27,true,27,1
4W9H,4W9H_V2C036,CASTpFold,4W9H_CASTpFold_U028,948,29,true,29,1
4W9H,4W9H_V2C037,CASTpFold,4W9H_CASTpFold_U035,955,36,true,36,1
4W9H,4W9H_V2C038,CASTpFold,4W9H_CASTpFold_U023,943,24,true,24,1
5J89,5J89_V2C001,CASTpFold,5J89_CASTpFold_U002,966,2,true,2,1
5J89,5J89_V2C001,CavityPlus,5J89_CavityPlus_U003,1510,Cavity_3,true,Cavity_3,1
5J89,5J89_V2C001,DoGSite3,5J89_DoGSite3_U003,512,P_3,false,P_5,0
5J89,5J89_V2C001,DoGSite3,5J89_DoGSite3_U005,514,P_5,true,P_5,1
5J89,5J89_V2C001,DoGSiteScorer,5J89_DoGSiteScorer_U002,160,P_0_1,true,P_0_1,1
5J89,5J89_V2C002,CASTpFold,5J89_CASTpFold_U001,965,1,true,1,1
5J89,5J89_V2C002,CASTpFold,5J89_CASTpFold_U013,977,13,false,1,0
5J89,5J89_V2C002,CavityPlus,5J89_CavityPlus_U004,1511,Cavity_4,true,Cavity_4,1
5J89,5J89_V2C002,DoGSite3,5J89_DoGSite3_U004,513,P_4,true,P_4,1
5J89,5J89_V2C002,DoGSiteScorer,5J89_DoGSiteScorer_U005,163,P_2,true,P_2,1
5J89,5J89_V2C003,CASTpFold,5J89_CASTpFold_U003,967,3,true,3,1
5J89,5J89_V2C003,CavityPlus,5J89_CavityPlus_U001,1508,Cavity_1,true,Cavity_1,1
5J89,5J89_V2C003,DoGSite3,5J89_DoGSite3_U001,510,P_1,true,P_1,1
5J89,5J89_V2C003,DoGSiteScorer,5J89_DoGSiteScorer_U001,158,P_0,true,P_0,1
5J89,5J89_V2C003,DoGSiteScorer,5J89_DoGSiteScorer_U001,159,P_0_0,false,P_0,0
5J89,5J89_V2C003,DoGSiteScorer,5J89_DoGSiteScorer_U004,162,P_1,false,P_0,0
5J89,5J89_V2C004,CASTpFold,5J89_CASTpFold_U008,972,8,true,8,1
5J89,5J89_V2C004,CavityPlus,5J89_CavityPlus_U005,1512,Cavity_5,true,Cavity_5,1
5J89,5J89_V2C004,DoGSite3,5J89_DoGSite3_U007,516,P_7,true,P_7,1
5J89,5J89_V2C004,DoGSiteScorer,5J89_DoGSiteScorer_U008,166,P_5,true,P_5,1
5J89,5J89_V2C005,CASTpFold,5J89_CASTpFold_U004,968,4,true,4,1
5J89,5J89_V2C005,DoGSiteScorer,5J89_DoGSiteScorer_U007,165,P_4,true,P_4,1
5J89,5J89_V2C006,CavityPlus,5J89_CavityPlus_U002,1509,Cavity_2,true,Cavity_2,1
5J89,5J89_V2C006,DoGSiteScorer,5J89_DoGSiteScorer_U009,167,P_6,true,P_6,1
5J89,5J89_V2C007,CASTpFold,5J89_CASTpFold_U005,969,5,true,5,1
5J89,5J89_V2C007,DoGSite3,5J89_DoGSite3_U002,511,P_2,true,P_2,1
5J89,5J89_V2C008,CASTpFold,5J89_CASTpFold_U006,970,6,true,6,1
5J89,5J89_V2C008,DoGSiteScorer,5J89_DoGSiteScorer_U006,164,P_3,true,P_3,1
5J89,5J89_V2C009,CASTpFold,5J89_CASTpFold_U012,976,12,true,12,1
5J89,5J89_V2C010,CASTpFold,5J89_CASTpFold_U017,981,17,true,17,1
5J89,5J89_V2C011,SiteMap,5J89_SiteMap_U005,1678,SM05_site_4,true,SM05_site_4,1
5J89,5J89_V2C012,CASTpFold,5J89_CASTpFold_U014,978,14,true,14,1
5J89,5J89_V2C013,CASTpFold,5J89_CASTpFold_U011,975,11,true,11,1
5J89,5J89_V2C014,SiteMap,5J89_SiteMap_U002,1675,SM02_site_2,true,SM02_site_2,1
5J89,5J89_V2C015,SiteMap,5J89_SiteMap_U003,1676,SM03_site_3,true,SM03_site_3,1
5J89,5J89_V2C016,CASTpFold,5J89_CASTpFold_U016,980,16,true,16,1
5J89,5J89_V2C017,CASTpFold,5J89_CASTpFold_U010,974,10,true,10,1
5J89,5J89_V2C018,CASTpFold,5J89_CASTpFold_U015,979,15,true,15,1
5J89,5J89_V2C019,SiteMap,5J89_SiteMap_U001,1674,SM01_site_1,true,SM01_site_1,1
5J89,5J89_V2C020,CASTpFold,5J89_CASTpFold_U009,973,9,true,9,1
5J89,5J89_V2C021,DoGSiteScorer,5J89_DoGSiteScorer_U003,161,P_0_2,true,P_0_2,1
5J89,5J89_V2C022,DoGSite3,5J89_DoGSite3_U006,515,P_6,true,P_6,1
5J89,5J89_V2C023,CASTpFold,5J89_CASTpFold_U007,971,7,true,7,1
5J89,5J89_V2C024,SiteMap,5J89_SiteMap_U004,1677,SM04_site_5,true,SM04_site_5,1
5LGE,5LGE_V2C001,CASTpFold,5LGE_CASTpFold_U010,991,10,true,10,1
5LGE,5LGE_V2C001,CASTpFold,5LGE_CASTpFold_U060,1042,61,false,10,0
5LGE,5LGE_V2C001,CASTpFold,5LGE_CASTpFold_U069,1051,70,false,10,0
5LGE,5LGE_V2C001,CASTpFold,5LGE_CASTpFold_U082,1064,83,false,10,0
5LGE,5LGE_V2C001,CASTpFold,5LGE_CASTpFold_U060,1074,93,false,10,0
5LGE,5LGE_V2C001,CavityPlus,5LGE_CavityPlus_U012,1524,Cavity_12,true,Cavity_12,1
5LGE,5LGE_V2C001,DoGSite3,5LGE_DoGSite3_U006,523,P_4,true,P_4,1
5LGE,5LGE_V2C001,DoGSiteScorer,5LGE_DoGSiteScorer_U022,198,P_4,true,P_4,1
5LGE,5LGE_V2C001,DoGSiteScorer,5LGE_DoGSiteScorer_U022,199,P_4_0,false,P_4,0
5LGE,5LGE_V2C001,DoGSiteScorer,5LGE_DoGSiteScorer_U023,200,P_4_1,false,P_4,0
5LGE,5LGE_V2C001,SiteMap,5LGE_SiteMap_U005,1683,SM05_compact_site_6,true,SM05_compact_site_6,1
5LGE,5LGE_V2C002,CASTpFold,5LGE_CASTpFold_U013,994,13,true,13,1
5LGE,5LGE_V2C002,CASTpFold,5LGE_CASTpFold_U078,1060,79,false,13,0
5LGE,5LGE_V2C002,CASTpFold,5LGE_CASTpFold_U098,1089,108,false,13,0
5LGE,5LGE_V2C002,CavityPlus,5LGE_CavityPlus_U014,1526,Cavity_14,true,Cavity_14,1
5LGE,5LGE_V2C002,DoGSite3,5LGE_DoGSite3_U012,529,P_10,true,P_10,1
5LGE,5LGE_V2C002,DoGSiteScorer,5LGE_DoGSiteScorer_U027,205,P_7,true,P_7,1
5LGE,5LGE_V2C002,SiteMap,5LGE_SiteMap_U010,1688,SM10_compact_site_9,true,SM10_compact_site_9,1
5LGE,5LGE_V2C003,CASTpFold,5LGE_CASTpFold_U005,986,5,true,5,1
5LGE,5LGE_V2C003,CavityPlus,5LGE_CavityPlus_U009,1521,Cavity_9,true,Cavity_9,1
5LGE,5LGE_V2C003,DoGSite3,5LGE_DoGSite3_U007,524,P_5,true,P_5,1
5LGE,5LGE_V2C003,DoGSiteScorer,5LGE_DoGSiteScorer_U026,204,P_6,true,P_6,1
5LGE,5LGE_V2C003,SiteMap,5LGE_SiteMap_U009,1687,SM09_compact_site_10,true,SM09_compact_site_10,1
5LGE,5LGE_V2C004,CASTpFold,5LGE_CASTpFold_U003,984,3,true,3,1
5LGE,5LGE_V2C004,CavityPlus,5LGE_CavityPlus_U004,1516,Cavity_4,true,Cavity_4,1
5LGE,5LGE_V2C004,DoGSite3,5LGE_DoGSite3_U018,535,P_16,true,P_16,1
5LGE,5LGE_V2C004,DoGSiteScorer,5LGE_DoGSiteScorer_U040,219,P_19,true,P_19,1
5LGE,5LGE_V2C004,SiteMap,5LGE_SiteMap_U003,1681,SM03_site_5,true,SM03_site_5,1
5LGE,5LGE_V2C005,CASTpFold,5LGE_CASTpFold_U011,992,11,true,11,1
5LGE,5LGE_V2C005,CavityPlus,5LGE_CavityPlus_U016,1528,Cavity_16,true,Cavity_16,1
5LGE,5LGE_V2C005,DoGSite3,5LGE_DoGSite3_U017,534,P_15,true,P_15,1
5LGE,5LGE_V2C005,DoGSiteScorer,5LGE_DoGSiteScorer_U034,213,P_13,true,P_13,1
5LGE,5LGE_V2C006,CASTpFold,5LGE_CASTpFold_U002,983,2,true,2,1
5LGE,5LGE_V2C006,CASTpFold,5LGE_CASTpFold_U002,1077,96,false,2,0
5LGE,5LGE_V2C006,CavityPlus,5LGE_CavityPlus_U002,1514,Cavity_2,true,Cavity_2,1
5LGE,5LGE_V2C006,DoGSite3,5LGE_DoGSite3_U002,518,P_2,true,P_2,1
5LGE,5LGE_V2C006,DoGSite3,5LGE_DoGSite3_U002,519,P_2_1,false,P_2,0
5LGE,5LGE_V2C006,DoGSiteScorer,5LGE_DoGSiteScorer_U007,177,P_1,true,P_1,1
5LGE,5LGE_V2C006,DoGSiteScorer,5LGE_DoGSiteScorer_U007,178,P_1_0,false,P_1,0
5LGE,5LGE_V2C007,CASTpFold,5LGE_CASTpFold_U055,1037,56,true,56,1
5LGE,5LGE_V2C007,DoGSite3,5LGE_DoGSite3_U003,520,P_2_2,true,P_2_2,1
5LGE,5LGE_V2C007,DoGSiteScorer,5LGE_DoGSiteScorer_U008,179,P_1_1,true,P_1_1,1
5LGE,5LGE_V2C007,SiteMap,5LGE_SiteMap_U002,1680,SM02_compact_site_1,true,SM02_compact_site_1,1
5LGE,5LGE_V2C008,CASTpFold,5LGE_CASTpFold_U004,985,4,true,4,1
5LGE,5LGE_V2C008,CavityPlus,5LGE_CavityPlus_U007,1519,Cavity_7,true,Cavity_7,1
5LGE,5LGE_V2C008,DoGSite3,5LGE_DoGSite3_U014,531,P_12,true,P_12,1
5LGE,5LGE_V2C008,DoGSiteScorer,5LGE_DoGSiteScorer_U036,215,P_15,true,P_15,1
5LGE,5LGE_V2C009,CASTpFold,5LGE_CASTpFold_U007,988,7,true,7,1
5LGE,5LGE_V2C009,CASTpFold,5LGE_CASTpFold_U077,1059,78,false,7,0
5LGE,5LGE_V2C009,CASTpFold,5LGE_CASTpFold_U077,1078,97,false,7,0
5LGE,5LGE_V2C009,CASTpFold,5LGE_CASTpFold_U092,1080,99,false,7,0
5LGE,5LGE_V2C009,CavityPlus,5LGE_CavityPlus_U003,1515,Cavity_3,true,Cavity_3,1
5LGE,5LGE_V2C009,DoGSite3,5LGE_DoGSite3_U008,525,P_6,true,P_6,1
5LGE,5LGE_V2C009,DoGSiteScorer,5LGE_DoGSiteScorer_U028,206,P_8,true,P_8,1
5LGE,5LGE_V2C010,CASTpFold,5LGE_CASTpFold_U008,989,8,true,8,1
5LGE,5LGE_V2C010,CASTpFold,5LGE_CASTpFold_U008,1019,38,false,8,0
5LGE,5LGE_V2C010,CavityPlus,5LGE_CavityPlus_U010,1522,Cavity_10,true,Cavity_10,1
5LGE,5LGE_V2C010,DoGSite3,5LGE_DoGSite3_U013,530,P_11,true,P_11,1
5LGE,5LGE_V2C010,DoGSiteScorer,5LGE_DoGSiteScorer_U033,212,P_12,true,P_12,1
5LGE,5LGE_V2C011,CASTpFold,5LGE_CASTpFold_U009,990,9,true,9,1
5LGE,5LGE_V2C011,CASTpFold,5LGE_CASTpFold_U058,1040,59,false,9,0
5LGE,5LGE_V2C011,CASTpFold,5LGE_CASTpFold_U068,1050,69,false,9,0
5LGE,5LGE_V2C011,CASTpFold,5LGE_CASTpFold_U058,1070,89,false,9,0
5LGE,5LGE_V2C011,CavityPlus,5LGE_CavityPlus_U008,1520,Cavity_8,true,Cavity_8,1
5LGE,5LGE_V2C011,DoGSite3,5LGE_DoGSite3_U005,522,P_3,true,P_3,1
5LGE,5LGE_V2C011,DoGSiteScorer,5LGE_DoGSiteScorer_U024,201,P_5,true,P_5,1
5LGE,5LGE_V2C011,DoGSiteScorer,5LGE_DoGSiteScorer_U024,202,P_5_0,false,P_5,0
5LGE,5LGE_V2C011,DoGSiteScorer,5LGE_DoGSiteScorer_U025,203,P_5_1,false,P_5,0
5LGE,5LGE_V2C012,CASTpFold,5LGE_CASTpFold_U012,993,12,true,12,1
5LGE,5LGE_V2C012,CavityPlus,5LGE_CavityPlus_U015,1527,Cavity_15,true,Cavity_15,1
5LGE,5LGE_V2C012,DoGSite3,5LGE_DoGSite3_U021,538,P_19,true,P_19,1
5LGE,5LGE_V2C012,DoGSiteScorer,5LGE_DoGSiteScorer_U032,211,P_11,true,P_11,1
5LGE,5LGE_V2C013,CASTpFold,5LGE_CASTpFold_U093,1081,100,true,100,1
5LGE,5LGE_V2C013,DoGSite3,5LGE_DoGSite3_U004,521,P_2_3,true,P_2_3,1
5LGE,5LGE_V2C013,DoGSiteScorer,5LGE_DoGSiteScorer_U010,181,P_1_3,true,P_1_3,1
5LGE,5LGE_V2C014,CASTpFold,5LGE_CASTpFold_U089,1073,92,true,92,1
5LGE,5LGE_V2C014,DoGSiteScorer,5LGE_DoGSiteScorer_U037,216,P_16,true,P_16,1
5LGE,5LGE_V2C014,SiteMap,5LGE_SiteMap_U008,1686,SM08_compact_site_8,true,SM08_compact_site_8,1
5LGE,5LGE_V2C015,CavityPlus,5LGE_CavityPlus_U006,1518,Cavity_6,true,Cavity_6,1
5LGE,5LGE_V2C015,DoGSite3,5LGE_DoGSite3_U011,528,P_9,true,P_9,1
5LGE,5LGE_V2C015,DoGSiteScorer,5LGE_DoGSiteScorer_U009,180,P_1_2,true,P_1_2,1
5LGE,5LGE_V2C016,CASTpFold,5LGE_CASTpFold_U014,995,14,true,14,1
5LGE,5LGE_V2C016,DoGSite3,5LGE_DoGSite3_U016,533,P_14,true,P_14,1
5LGE,5LGE_V2C016,DoGSiteScorer,5LGE_DoGSiteScorer_U003,171,P_0_2,true,P_0_2,1
5LGE,5LGE_V2C016,DoGSiteScorer,5LGE_DoGSiteScorer_U003,173,P_0_4,false,P_0_2,0
5LGE,5LGE_V2C017,DoGSite3,5LGE_DoGSite3_U001,517,P_1,true,P_1,1
5LGE,5LGE_V2C017,DoGSiteScorer,5LGE_DoGSiteScorer_U001,168,P_0,true,P_0,1
5LGE,5LGE_V2C017,DoGSiteScorer,5LGE_DoGSiteScorer_U001,169,P_0_0,false,P_0,0
5LGE,5LGE_V2C017,DoGSiteScorer,5LGE_DoGSiteScorer_U005,174,P_0_5,false,P_0,0
5LGE,5LGE_V2C017,SiteMap,5LGE_SiteMap_U001,1679,SM01_compact_site_2,true,SM01_compact_site_2,1
5LGE,5LGE_V2C018,CASTpFold,5LGE_CASTpFold_U016,997,16,true,16,1
5LGE,5LGE_V2C018,CASTpFold,5LGE_CASTpFold_U071,1053,72,false,16,0
5LGE,5LGE_V2C018,DoGSite3,5LGE_DoGSite3_U010,527,P_8,false,P_22,0
5LGE,5LGE_V2C018,DoGSite3,5LGE_DoGSite3_U024,541,P_22,true,P_22,1
5LGE,5LGE_V2C018,DoGSiteScorer,5LGE_DoGSiteScorer_U031,210,P_10,false,P_20,0
5LGE,5LGE_V2C018,DoGSiteScorer,5LGE_DoGSiteScorer_U041,220,P_20,true,P_20,1
5LGE,5LGE_V2C019,CASTpFold,5LGE_CASTpFold_U025,1006,25,false,75,0
5LGE,5LGE_V2C019,CASTpFold,5LGE_CASTpFold_U074,1056,75,true,75,1
5LGE,5LGE_V2C019,CavityPlus,5LGE_CavityPlus_U019,1531,Cavity_19,true,Cavity_19,1
5LGE,5LGE_V2C019,DoGSiteScorer,5LGE_DoGSiteScorer_U038,217,P_17,true,P_17,1
5LGE,5LGE_V2C020,DoGSite3,5LGE_DoGSite3_U015,532,P_13,false,P_17,0
5LGE,5LGE_V2C020,DoGSite3,5LGE_DoGSite3_U019,536,P_17,true,P_17,1
5LGE,5LGE_V2C020,DoGSite3,5LGE_DoGSite3_U023,540,P_21,false,P_17,0
5LGE,5LGE_V2C020,DoGSiteScorer,5LGE_DoGSiteScorer_U019,194,P_3_1,false,P_9,0
5LGE,5LGE_V2C020,DoGSiteScorer,5LGE_DoGSiteScorer_U020,195,P_3_2,false,P_9,0
5LGE,5LGE_V2C020,DoGSiteScorer,5LGE_DoGSiteScorer_U029,207,P_9,true,P_9,1
5LGE,5LGE_V2C020,DoGSiteScorer,5LGE_DoGSiteScorer_U029,208,P_9_0,false,P_9,0
5LGE,5LGE_V2C020,DoGSiteScorer,5LGE_DoGSiteScorer_U030,209,P_9_1,false,P_9,0
5LGE,5LGE_V2C020,SiteMap,5LGE_SiteMap_U007,1685,SM07_compact_site_7,true,SM07_compact_site_7,1
5LGE,5LGE_V2C021,CASTpFold,5LGE_CASTpFold_U023,1004,23,true,23,1
5LGE,5LGE_V2C021,CASTpFold,5LGE_CASTpFold_U024,1005,24,false,23,0
5LGE,5LGE_V2C021,CASTpFold,5LGE_CASTpFold_U047,1029,48,false,23,0
5LGE,5LGE_V2C021,DoGSiteScorer,5LGE_DoGSiteScorer_U002,170,P_0_1,true,P_0_1,1
5LGE,5LGE_V2C022,CASTpFold,5LGE_CASTpFold_U031,1012,31,true,31,1
5LGE,5LGE_V2C022,CASTpFold,5LGE_CASTpFold_U039,1021,40,false,31,0
5LGE,5LGE_V2C022,DoGSiteScorer,5LGE_DoGSiteScorer_U012,183,P_1_5,true,P_1_5,1
5LGE,5LGE_V2C022,DoGSiteScorer,5LGE_DoGSiteScorer_U012,184,P_1_6,false,P_1_5,0
5LGE,5LGE_V2C023,CASTpFold,5LGE_CASTpFold_U028,1009,28,true,28,1
5LGE,5LGE_V2C023,DoGSiteScorer,5LGE_DoGSiteScorer_U021,197,P_3_4,true,P_3_4,1
5LGE,5LGE_V2C024,CASTpFold,5LGE_CASTpFold_U006,987,6,true,6,1
5LGE,5LGE_V2C024,CavityPlus,5LGE_CavityPlus_U005,1517,Cavity_5,true,Cavity_5,1
5LGE,5LGE_V2C025,CASTpFold,5LGE_CASTpFold_U048,1030,49,true,49,1
5LGE,5LGE_V2C025,DoGSiteScorer,5LGE_DoGSiteScorer_U006,176,P_0_7,true,P_0_7,1
5LGE,5LGE_V2C025,DoGSiteScorer,5LGE_DoGSiteScorer_U011,182,P_1_4,false,P_0_7,0
5LGE,5LGE_V2C026,CASTpFold,5LGE_CASTpFold_U026,1007,26,false,47,0
5LGE,5LGE_V2C026,CASTpFold,5LGE_CASTpFold_U036,1017,36,false,47,0
5LGE,5LGE_V2C026,CASTpFold,5LGE_CASTpFold_U046,1028,47,true,47,1
5LGE,5LGE_V2C026,DoGSiteScorer,5LGE_DoGSiteScorer_U004,172,P_0_3,true,P_0_3,1
5LGE,5LGE_V2C026,DoGSiteScorer,5LGE_DoGSiteScorer_U004,175,P_0_6,false,P_0_3,0
5LGE,5LGE_V2C027,DoGSite3,5LGE_DoGSite3_U020,537,P_18,true,P_18,1
5LGE,5LGE_V2C027,DoGSiteScorer,5LGE_DoGSiteScorer_U018,192,P_3,false,P_3_0,0
5LGE,5LGE_V2C027,DoGSiteScorer,5LGE_DoGSiteScorer_U018,193,P_3_0,true,P_3_0,1
5LGE,5LGE_V2C027,DoGSiteScorer,5LGE_DoGSiteScorer_U018,196,P_3_3,false,P_3_0,0
5LGE,5LGE_V2C028,CASTpFold,5LGE_CASTpFold_U029,1010,29,true,29,1
5LGE,5LGE_V2C028,CavityPlus,5LGE_CavityPlus_U017,1529,Cavity_17,true,Cavity_17,1
5LGE,5LGE_V2C029,CASTpFold,5LGE_CASTpFold_U035,1016,35,true,35,1
5LGE,5LGE_V2C029,CASTpFold,5LGE_CASTpFold_U040,1022,41,false,35,0
5LGE,5LGE_V2C029,DoGSiteScorer,5LGE_DoGSiteScorer_U016,189,P_2_3,false,P_2_4,0
5LGE,5LGE_V2C029,DoGSiteScorer,5LGE_DoGSiteScorer_U017,190,P_2_4,true,P_2_4,1
